GENEID	SKMM2control1_gene.sorted	SKMM2control2_gene.sorted	SKMM2control3_gene.sorted	SKMM2IL61_gene.sorted	SKMM2IL62_gene.sorted	SKMM2IL63_gene.sorted	sub_SKMM2_drna_control1_gene.sorted	sub_SKMM2_drna_control2_gene.sorted	sub_SKMM2_drna_control3_gene.sorted	sub_SKMM2_drna_IL61_gene.sorted	sub_SKMM2_drna_IL62_gene.sorted	sub_SKMM2_drna_IL63_gene.sorted
ENSG00000287232.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287233.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287234.1	8	2	11	11	9	11	2	1	0	0	2	1
ENSG00000287235.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287236.1	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000287237.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287238.2	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287239.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287240.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287241.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287242.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287243.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287244.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287245.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287246.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287247.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287248.1	54	3	40	36	38	0	20	21	19	12	12	10
ENSG00000287249.1	5	5	3	4	2	0	1	1	1	0	0	0
ENSG00000287250.1	2	4	9	1	2	5	2	0	0	0	2	0
ENSG00000287251.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287252.3	9	24	13	18	23	22	15	12	13	12	16	17
ENSG00000287253.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287254.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287255.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287256.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287257.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287258.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287259.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000287260.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287261.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287262.1	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000287263.3	15	22	10	18	8	12	31	37.00001	29	33	35	41
ENSG00000287264.1	0	0	0	2	0	0	1	1	1	0	0	1
ENSG00000287265.1	3	2	2	2	2	0	5	4	1	2	1	0
ENSG00000287266.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287267.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287268.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287269.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287270.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287271.1	0	1	0	0	0	2	2	1	0	2	0	1
ENSG00000287272.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287273.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287274.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287275.2	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000287276.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287277.2	0	0	0	0	0	0	0.99999	0	2	0	0	0
ENSG00000287278.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287279.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287280.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287281.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287282.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287283.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287284.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287285.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287286.1	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000287287.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287288.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287289.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287290.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287291.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287292.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287293.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287294.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287295.1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000287296.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287297.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287298.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287299.1	56	54	40	33	43	27	9	8	9	10	9	9
ENSG00000287300.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287301.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287302.1	0	0	0	0	0	1	5	0	1	0	6	0
ENSG00000287303.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287305.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000287306.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287307.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287308.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287309.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287310.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287311.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287312.1	2	0	0	1	0	0	0	0	0	0	0	0
ENSG00000287313.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287314.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287315.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287316.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287317.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287318.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287319.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287320.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287321.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287322.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287323.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287324.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287325.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287326.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287327.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287328.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287329.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287330.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000287331.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287332.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287333.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287334.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287335.2	39	58	47	23	27	31	11	21	19	9	10	9
ENSG00000287336.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287337.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287338.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287339.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000287340.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287342.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287343.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287344.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287345.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287346.1	0	2	0	2.00001	1	0	7.99999	3	3	0.99999	0	0
ENSG00000287347.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287348.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287349.1	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000287350.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000287351.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287352.1	70	49	54	31	27	27	51	40	40	23	27	17
ENSG00000287353.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287354.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287355.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287356.1	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000287357.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287358.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287359.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287360.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287361.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287362.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287363.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287364.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287365.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287366.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287367.2	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000287368.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287369.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287370.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287372.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287373.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287374.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287375.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287376.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287377.1	0	1	0	3	1	0	0	0	0	0	0	0
ENSG00000287378.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287379.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287380.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287381.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287382.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287383.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287384.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287385.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287386.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287387.1	4	2	40	1	3	0	3	2	0	1	1	2
ENSG00000287389.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287390.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287391.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287392.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287393.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287394.1	75	66	54	82	77	71	9	8	11	12	6	14
ENSG00000287395.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287396.1	0	0	0	0	3	1	0	0	0	0	1	0
ENSG00000287397.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287398.1	3	7	12	6	11	3	0	0	2	0	0	0
ENSG00000287399.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287400.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287401.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287402.1	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000287403.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287404.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287405.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287406.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287407.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287408.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287409.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287410.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287411.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287412.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287413.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287414.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287415.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287416.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287417.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287418.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287419.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287420.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287421.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287422.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287423.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287424.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287425.1	0	3	2	0	0	6	0	0	0	1	0	0
ENSG00000287426.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287427.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287428.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287429.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287430.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287431.1	0	0	1	1	0	0	0	2	0	1	0	0
ENSG00000287432.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287433.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287434.1	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000287435.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287437.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287438.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287439.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287440.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287441.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000287442.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287443.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287444.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287445.1	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000287446.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287447.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287448.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287449.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000287450.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287451.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287452.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287453.1	134	148	110	57	76	86	54	45	45	35	32	19.00001
ENSG00000287454.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287455.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287456.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287457.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287458.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287459.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287460.1	5	1	4	0	2	0	2	1	0	0	0	2
ENSG00000287462.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287463.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287464.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287465.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287466.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287467.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287468.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287469.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287470.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287471.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287472.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287473.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287474.1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287475.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287476.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287477.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287478.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287479.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287480.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287481.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287482.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287483.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287484.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287485.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287486.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287488.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287489.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287490.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287492.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287493.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287494.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287495.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287496.1	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000287497.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287498.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287499.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287500.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287501.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287502.1	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000287503.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287504.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287505.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287506.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287507.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287508.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287509.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287510.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287511.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287512.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287513.1	0	0	0	1	0	0	2	0	3	0	0	0
ENSG00000287514.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287515.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287516.1	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000287517.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287518.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287519.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287520.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287521.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287522.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287523.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287524.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287525.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287526.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287527.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287528.1	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000287529.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287530.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287531.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287532.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287533.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287534.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287535.1	0	2	0	0	0	0	0	0	0	1	1	0
ENSG00000287536.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287537.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287538.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287539.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287540.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287541.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287542.1	0	0	0	0	0	0	1	1	1	0	0	1
ENSG00000287543.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287544.1	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000287545.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287546.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287547.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287548.1	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000287549.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287550.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287551.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287552.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287553.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287554.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287555.1	0	0	3	0	0	0	0	1	0	0	0	0
ENSG00000287556.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287557.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287558.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287559.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287560.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287561.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287562.1	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000287563.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287564.2	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000287565.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287566.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287567.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287568.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287569.1	15	8	13	1	8	0	3	1	1	1	2	0
ENSG00000287570.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287571.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287574.1	0	0	1	0	1	1	1	2	0	0	0	0
ENSG00000287575.1	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000287576.1	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000287578.1	1	1	6	1	1	1	0	2	1	0	0	0
ENSG00000287579.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287580.1	0	0	0	0	2	0	0	1	0	0	0	2
ENSG00000287581.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287582.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287583.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287584.1	0	0	0	0	3	0	1	0	0	0	0	0
ENSG00000287585.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287586.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287587.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287588.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287589.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287590.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287591.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287592.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287593.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287594.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287595.3	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287596.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287597.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287598.1	2	1	0	0	0	0	0	0	0	0	1	0
ENSG00000287599.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287600.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287601.1	0	0	0	0	2	0	0	0	1	1	0	0
ENSG00000287602.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287603.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287605.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287607.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287608.1	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000287609.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287610.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287611.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287612.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287613.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287614.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287615.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287616.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000287617.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287618.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287619.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000287620.1	0	3	2	1	0	0	1	0	1	0	1	0
ENSG00000287621.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287623.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287624.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287625.1	44	35	30	13	6	14	9	8	4	5	2	4
ENSG00000287626.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287627.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287628.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287629.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287630.1	35	32	56	23	24	26	19	16	9	8	6	3
ENSG00000287631.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287632.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287633.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287634.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287635.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287636.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287637.1	0	0	0	0	0	0	0	0	0	0	0	0
